DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0043231,CC,e,intracellular membrane-bounded organelle,180/287,450/921,1.66e-08,4,180,4.62e-06,"ABT1, ACOT13, AKIRIN2, ANKRD6, ARID1B, ASF1A, ATF6B, ATG5, ATP6V1G2, BACH2, BAG6, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, BYSL, C6orf57, CD2AP, CDKAL1, COX7A2, CSNK2B, CYB5R4, DDX39B, DSE, DST, DUSP22, DYNLT1, EEF1A1, EEF1E1-BLOC1S5, EHMT2, ELOVL4, ELOVL5, FAM65B, FGD2, FGFR1OP, FOXC1, FOXF2, GCM1, GMNN, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP2, HLA-DOB, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, IBTK, ICK, IRF4, KDM1B, KIAA0319, KIAA1009, KPNA5, L3MBTL3, LSM2, LYRM2, MAN1A1, MARCKS, MCM3, MCM9, MDN1, ME1, MTO1, MUT, MYO6, NCOA7, NDUFAF4, NEDD9, NELFE, NEU1, NFKBIL1, NHLRC1, NQO2, PACRG, PAK1IP1, PHF3, PHIP, PIM1, PLN, PNRC1, PPIL4, PRDM1, PRICKLE4, PRSS35, PSMB9, PTP4A1, QKI, RAB32, RANBP9, RARS2, REV3L, RIPPLY2, RMND1, RNASET2, RNF146, RNGTT, RPF2, RRAGD, SENP6, SERPINB9, SESN1, SHPRH, SIRT5, SLC17A5, SNRNP48, SOX4, SUMO4, SYNCRIP, TAP1, TAP2, TBC1D7, TDP2, TFB1M, TMEM30A, TNFAIP3, TOMM6, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, UFL1, UST, ZBTB2, ZC3H12D, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF184, ZNF292, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0043226,CC,e,organelle                     ,186/287,484/921,5.68e-07,2,186,0.000124,"ABT1, ACOT13, AKIRIN2, ANKRD6, ARID1B, ASF1A, ATF6B, ATG5, ATP6V1G2, BACH2, BAG6, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, BYSL, C6orf57, CD2AP, CDKAL1, COL12A1, COX7A2, CSNK2B, CYB5R4, DDX39B, DSE, DST, DUSP22, DYNLT1, EEF1A1, EEF1E1-BLOC1S5, EFHC1, EHMT2, ELOVL4, ELOVL5, FAM65B, FGD2, FGFR1OP, FOXC1, FOXF2, GCM1, GMNN, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP2, HLA-DOB, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, IBTK, ICK, IRF4, KDM1B, KIAA0319, KIAA1009, KPNA5, L3MBTL3, LCA5, LSM2, LYRM2, MAN1A1, MARCKS, MCM3, MCM9, MDN1, ME1, MTO1, MUT, MYO6, NCOA7, NDUFAF4, NEDD9, NELFE, NEU1, NFKBIL1, NHLRC1, NQO2, NT5E, NUP153, PACRG, PAK1IP1, PHF3, PHIP, PIM1, PLN, PNRC1, PPIL4, PRDM1, PRICKLE4, PRSS35, PSMB9, PTP4A1, QKI, RAB32, RANBP9, RARS2, REV3L, RIPPLY2, RMND1, RNASET2, RNF146, RNGTT, RPF2, RRAGD, SENP6, SERPINB9, SESN1, SHPRH, SIRT5, SLC17A5, SNRNP48, SOX4, SUMO4, SYNCRIP, TAP1, TAP2, TBC1D7, TDP2, TFB1M, TMEM30A, TNFAIP3, TOMM6, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, TTK, UFL1, UST, ZBTB2, ZC3H12D, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF184, ZNF292, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0043229,CC,e,intracellular organelle       ,182/287,475/921,1.26e-06,3,182,0.000249,"ABT1, ACOT13, AKIRIN2, ANKRD6, ARID1B, ASF1A, ATF6B, ATG5, ATP6V1G2, BACH2, BAG6, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, BYSL, C6orf57, CD2AP, CDKAL1, COX7A2, CSNK2B, CYB5R4, DDX39B, DSE, DST, DUSP22, DYNLT1, EEF1A1, EEF1E1-BLOC1S5, EHMT2, ELOVL4, ELOVL5, FAM65B, FGD2, FGFR1OP, FOXC1, FOXF2, GCM1, GMNN, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP2, HLA-DOB, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, IBTK, ICK, IRF4, KDM1B, KIAA0319, KIAA1009, KPNA5, L3MBTL3, LSM2, LYRM2, MAN1A1, MARCKS, MCM3, MCM9, MDN1, ME1, MTO1, MUT, MYO6, NCOA7, NDUFAF4, NEDD9, NELFE, NEU1, NFKBIL1, NHLRC1, NQO2, NUP153, PACRG, PAK1IP1, PHF3, PHIP, PIM1, PLN, PNRC1, PPIL4, PRDM1, PRICKLE4, PRSS35, PSMB9, PTP4A1, QKI, RAB32, RANBP9, RARS2, REV3L, RIPPLY2, RMND1, RNASET2, RNF146, RNGTT, RPF2, RRAGD, SENP6, SERPINB9, SESN1, SHPRH, SIRT5, SLC17A5, SNRNP48, SOX4, SUMO4, SYNCRIP, TAP1, TAP2, TBC1D7, TDP2, TFB1M, TMEM30A, TNFAIP3, TOMM6, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, TTK, UFL1, UST, ZBTB2, ZC3H12D, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF184, ZNF292, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0015629,CC,e,actin cytoskeleton            ,15/287,18/921,5.94e-06,6,15,0.000958,"CD2AP, DST, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, MARCKS"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0005622,CC,e,intracellular anatomical structure,43/287,87/921,0.000222,2,43,0.031,"ARID1B, ATF6B, C6orf62, GMDS, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HLA-DOB, HSPA1A, HSPA1B, NCOA7, NUP153, RAB32, TAGAP, TNXB, TRIM27, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF184"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0005654,CC,e,nucleoplasm                   ,37/287,73/921,0.000322,2,37,0.0429,"CENPQ, E2F3, GMNN, HEY2, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KPNA5, LSM2, MCM3, MED20, MYO6, NELFE, NUP153, ORC3, PSMB9, RNGTT, SYNCRIP, TRIM27"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0005730,CC,e,nucleolus                     ,22/287,37/921,0.000386,5,22,0.0493,"ABT1, ATF6B, BYSL, CD2AP, HINT3, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, MDN1, NUP153, RPF2, TDP2, ZKSCAN8"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0003677,MF,e,DNA binding                   ,95/287,163/921,1.97e-15,4,95,9.27e-13,"ABT1, ARID1B, ATF6B, BACH2, DDX39B, E2F3, FOXC1, FOXF2, GCM1, GTF3C6, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP2, HMGN3, HMGN4, HSF2, IRF4, KDM1B, MCM3, MCM9, MSH5, MSH5-SAPCD1, NUP153, ORC3, PRDM1, REV3L, SHPRH, SOX4, TDP2, TFB1M, TNFAIP3, TRIM27, TRMT11, ZBTB2, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF184, ZNF292, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0003676,MF,e,nucleic acid binding          ,107/287,204/921,5.09e-13,3,107,2.23e-10,"ABT1, ARID1B, ATF6B, BACH2, DDX39B, E2F3, EEF1A1, FOXC1, FOXF2, GCM1, GPANK1, GTF3C6, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP2, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, IRF4, KDM1B, KIAA1586, LSM2, MCM3, MCM9, MSH5, MSH5-SAPCD1, NELFE, NUP153, ORC3, PPIL4, PRDM1, QKI, REV3L, RNASET2, RP11-514O12.4, SHPRH, SOX4, SYNCRIP, TDP2, TFB1M, TNFAIP3, TRIM27, TRMT11, ZBTB2, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF184, ZNF292, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0046982,MF,e,protein heterodimerization activity,49/287,69/921,1.56e-12,4,49,6.38e-10,"GCLC, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, RRAGD"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:1901363,MF,e,heterocyclic compound binding ,136/287,297/921,7.49e-11,2,136,2.87e-08,"ABT1, ARID1B, ATF6B, BACH2, CDK19, CYB5R4, DDX39B, DST, E2F3, EEF1A1, FOXC1, FOXF2, GCLC, GCM1, GMDS, GPANK1, GTF3C6, HEY2, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP2, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, ICK, IRF4, KDM1B, KIAA1586, KIF13A, LSM2, MAP3K7, MCM3, MCM9, MDN1, ME1, MSH5, MSH5-SAPCD1, MTO1, MUT, MYO6, NELFE, NT5E, NUP153, ORC3, PGK2, PIM1, PPIL4, PRDM1, QKI, RAB32, RARS2, REV3L, RIOK1, RNASET2, RNGTT, RP11-514O12.4, RRAGD, SHPRH, SIRT5, SOX4, SYNCRIP, TAP1, TAP2, TDP2, TFB1M, TNFAIP3, TRIM27, TRMT11, TTK, TUBE1, UBE2J1, ZBTB2, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF184, ZNF292, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0097159,MF,e,organic cyclic compound binding,136/287,299/921,2.03e-10,2,136,7.33e-08,"ABT1, ARID1B, ATF6B, BACH2, CDK19, CYB5R4, DDX39B, DST, E2F3, EEF1A1, FOXC1, FOXF2, GCLC, GCM1, GMDS, GPANK1, GTF3C6, HEY2, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP2, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, ICK, IRF4, KDM1B, KIAA1586, KIF13A, LSM2, MAP3K7, MCM3, MCM9, MDN1, ME1, MSH5, MSH5-SAPCD1, MTO1, MUT, MYO6, NELFE, NT5E, NUP153, ORC3, PGK2, PIM1, PPIL4, PRDM1, QKI, RAB32, RARS2, REV3L, RIOK1, RNASET2, RNGTT, RP11-514O12.4, RRAGD, SHPRH, SIRT5, SOX4, SYNCRIP, TAP1, TAP2, TDP2, TFB1M, TNFAIP3, TRIM27, TRMT11, TTK, TUBE1, UBE2J1, ZBTB2, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF184, ZNF292, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0046983,MF,e,protein dimerization activity ,54/287,97/921,1.79e-07,3,54,4.06e-05,"DST, FGFR1OP, GCLC, HEY2, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HSF2, RRAGD, TAP1"
Blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0043565,MF,e,sequence-specific DNA binding ,37/287,64/921,4.97e-06,5,37,0.000823,"ATF6B, BACH2, E2F3, FOXC1, FOXF2, HEY2, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HSF2, IRF4, ORC3, PRDM1, SOX4, ZKSCAN3"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0065004,BP,e,protein-DNA complex assembly  ,57/178,62/939,4.94e-39,6,57,1.71e-35,"ASF1A, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0006334,BP,e,nucleosome assembly           ,56/178,61/939,3.27e-38,7,56,4.07e-35,"ASF1A, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0071824,BP,e,protein-DNA complex subunit organization,57/178,63/939,4.49e-38,5,57,4.65e-35,"ASF1A, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0034728,BP,e,nucleosome organization       ,56/178,62/939,2.92e-37,6,56,2.59e-34,"ASF1A, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0006338,BP,e,chromatin remodeling          ,57/178,69/939,2.42e-33,5,57,1.88e-30,"ASF1A, HDAC2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0006325,BP,e,chromatin organization        ,58/178,77/939,6.96e-30,4,58,4.81e-27,"ASF1A, HDAC2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, TSPYL1, TSPYL4"
