DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 1+ tissue,chr19,GO:0003677,MF,e,DNA binding                   ,135/288,342/1275,4.53e-17,4,135,8.19e-15,"CIC, DBP, DDX39A, DEDD2, DPRX, DUXA, ERCC1, ERF, HKR1, ILF3, L34079.2, NAT14, POU2F2, USF2, XRCC1, ZBTB32, ZFP14, ZFP28, ZFP30, ZFP82, ZIK1, ZIM2, ZIM3, ZNF121, ZNF134, ZNF135, ZNF146, ZNF154, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF226, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF274, ZNF28, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF418, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF468, ZNF470, ZNF471, ZNF473, ZNF491, ZNF497, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF530, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF551, ZNF559, ZNF562, ZNF565, ZNF566, ZNF567, ZNF568, ZNF569, ZNF570, ZNF571, ZNF573, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF586, ZNF606, ZNF607, ZNF613, ZNF614, ZNF615, ZNF616, ZNF625, ZNF628, ZNF649, ZNF667, ZNF671, ZNF699, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF836, ZNF846, ZNF865, ZSCAN4"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 1+ tissue,chr19,GO:1901363,MF,e,heterocyclic compound binding ,177/288,536/1275,4.98e-14,2,177,7.96e-12,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, AC006486.9, ATP13A1, ATP4A, AURKC, BRSK1, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, CTU1, DBP, DDX39A, DEDD2, DPRX, DUXA, EIF3G, ERCC1, ERF, FIZ1, GAPDHS, GSK3A, HKR1, ILF3, IRGC, L34079.2, LSM4, NANOS3, NAT14, NDUFA13, NLRP13, PAK4, PDE4A, PEG3, POP4, POU2F2, PRKACA, PRPF31, RPL28, RPS9, TSEN34, TYK2, U2AF2, UBE2S, USF2, VRK3, XRCC1, ZBTB32, ZFP14, ZFP28, ZFP30, ZFP82, ZIK1, ZIM2, ZIM3, ZNF121, ZNF134, ZNF135, ZNF146, ZNF154, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF226, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF274, ZNF28, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF418, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF468, ZNF470, ZNF471, ZNF473, ZNF491, ZNF497, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF530, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF551, ZNF559, ZNF559-ZNF177, ZNF562, ZNF565, ZNF566, ZNF567, ZNF568, ZNF569, ZNF570, ZNF571, ZNF573, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF614, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF699, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF836, ZNF846, ZNF865, ZNF878, ZSCAN4"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 1+ tissue,chr19,GO:0097159,MF,e,organic cyclic compound binding,177/288,536/1275,4.98e-14,2,177,7.96e-12,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, AC006486.9, ATP13A1, ATP4A, AURKC, BRSK1, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, CTU1, DBP, DDX39A, DEDD2, DPRX, DUXA, EIF3G, ERCC1, ERF, FIZ1, GAPDHS, GSK3A, HKR1, ILF3, IRGC, L34079.2, LSM4, NANOS3, NAT14, NDUFA13, NLRP13, PAK4, PDE4A, PEG3, POP4, POU2F2, PRKACA, PRPF31, RPL28, RPS9, TSEN34, TYK2, U2AF2, UBE2S, USF2, VRK3, XRCC1, ZBTB32, ZFP14, ZFP28, ZFP30, ZFP82, ZIK1, ZIM2, ZIM3, ZNF121, ZNF134, ZNF135, ZNF146, ZNF154, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF226, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF274, ZNF28, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF418, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF468, ZNF470, ZNF471, ZNF473, ZNF491, ZNF497, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF530, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF551, ZNF559, ZNF559-ZNF177, ZNF562, ZNF565, ZNF566, ZNF567, ZNF568, ZNF569, ZNF570, ZNF571, ZNF573, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF614, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF699, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF836, ZNF846, ZNF865, ZNF878, ZSCAN4"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 1+ tissue,chr19,GO:0046872,MF,e,metal ion binding             ,141/288,406/1275,5.17e-12,4,141,7.66e-10,"ATP13A1, ATP4A, BRSK1, CCDC155, ETHE1, FIZ1, FTL, HKR1, MEGF8, NANOS3, PDE4A, PDE4C, PEG3, PPM1N, SYT5, TNNI3, ZBTB32, ZFP14, ZFP28, ZFP30, ZFP82, ZIK1, ZIM2, ZIM3, ZNF121, ZNF134, ZNF135, ZNF146, ZNF154, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF226, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF274, ZNF28, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF418, ZNF420, ZNF428, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF468, ZNF470, ZNF471, ZNF473, ZNF491, ZNF497, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF530, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF551, ZNF559, ZNF559-ZNF177, ZNF562, ZNF565, ZNF566, ZNF567, ZNF568, ZNF569, ZNF570, ZNF571, ZNF573, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF614, ZNF615, ZNF616, ZNF625, ZNF628, ZNF649, ZNF667, ZNF671, ZNF699, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF836, ZNF846, ZNF865, ZNF878, ZSCAN4"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 1+ tissue,chr19,GO:0043169,MF,e,cation binding                ,141/288,408/1275,9.11e-12,3,141,1.32e-09,"ATP13A1, ATP4A, BRSK1, CCDC155, ETHE1, FIZ1, FTL, HKR1, MEGF8, NANOS3, PDE4A, PDE4C, PEG3, PPM1N, SYT5, TNNI3, ZBTB32, ZFP14, ZFP28, ZFP30, ZFP82, ZIK1, ZIM2, ZIM3, ZNF121, ZNF134, ZNF135, ZNF146, ZNF154, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF226, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF274, ZNF28, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF418, ZNF420, ZNF428, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF468, ZNF470, ZNF471, ZNF473, ZNF491, ZNF497, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF530, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF551, ZNF559, ZNF559-ZNF177, ZNF562, ZNF565, ZNF566, ZNF567, ZNF568, ZNF569, ZNF570, ZNF571, ZNF573, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF614, ZNF615, ZNF616, ZNF625, ZNF628, ZNF649, ZNF667, ZNF671, ZNF699, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF836, ZNF846, ZNF865, ZNF878, ZSCAN4"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 1+ tissue,chr19,GO:0043167,MF,e,ion binding                   ,154/288,492/1275,6.18e-09,2,154,7.66e-07,"AC006486.9, ATP13A1, ATP4A, AURKC, BRSK1, CCDC155, CTU1, DDX39A, ETHE1, FIZ1, FTL, GSK3A, HKR1, IRGC, MEGF8, NANOS3, NDUFA13, NLRP13, PAK4, PDE4A, PDE4C, PEG3, PPM1N, PRKACA, SYT5, TNNI3, TYK2, UBE2S, VRK3, ZBTB32, ZFP14, ZFP28, ZFP30, ZFP82, ZIK1, ZIM2, ZIM3, ZNF121, ZNF134, ZNF135, ZNF146, ZNF154, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF226, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF274, ZNF28, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF418, ZNF420, ZNF428, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF468, ZNF470, ZNF471, ZNF473, ZNF491, ZNF497, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF530, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF551, ZNF559, ZNF559-ZNF177, ZNF562, ZNF565, ZNF566, ZNF567, ZNF568, ZNF569, ZNF570, ZNF571, ZNF573, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF614, ZNF615, ZNF616, ZNF625, ZNF628, ZNF649, ZNF667, ZNF671, ZNF699, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF836, ZNF846, ZNF865, ZNF878, ZSCAN4"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 1+ tissue,chr19,GO:0005488,MF,e,binding                       ,253/288,1023/1275,0.000148,1,253,0.0148,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, AC006486.9, AP1M2, ARHGEF1, ASF1B, ATP13A1, ATP4A, AURKC, BRSK1, C19orf57, CADM4, CCDC106, CCDC155, CCNE1, CD22, CD3EAP, CD79A, CDC37, CDKN2D, CEACAM18, CIC, CILP2, CNOT3, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, CTU1, DBP, DDX39A, DEDD2, DMKN, DPRX, DUXA, EID2, EIF3G, EPS8L1, ERCC1, ERF, ETHE1, FFAR1, FFAR2, FFAR3, FIZ1, FPR1, FTL, FXYD1, FXYD3, FXYD5, FXYD7, GAPDHS, GSK3A, HAMP, HKR1, HPN, HSPBP1, ICAM1, IL11, ILF3, IRGC, ISOC2, KCNN4, KIAA1683, KIR3DX1, KIRREL2, L34079.2, LENG8, LGI4, LSM4, LSR, LYPD3, MAG, MBOAT7, MED29, MEGF8, NANOS3, NAT14, NDUFA13, NLRP13, NPHS1, PAF1, PAFAH1B3, PAK4, PDE4A, PDE4C, PEG3, POP4, POU2F2, PPM1N, PPP1R12C, PPP1R13L, PPP6R1, PRKACA, PRPF31, PTPRH, RPL28, RPS19, RPS9, RTN2, SCN1B, SIGLEC10, SIGLEC14, SIGLEC5, SIGLEC8, SIGLEC9, SIPA1L3, SMG9, SSC5D, SUV420H2, SYT5, TMEM190, TNNI3, TNNT1, TRAPPC2P1, TSEN34, TYK2, U2AF2, UBE2S, USF2, VRK3, VSIG10L, WDR87, XRCC1, ZBTB32, ZFP14, ZFP28, ZFP30, ZFP82, ZIK1, ZIM2, ZIM3, ZNF121, ZNF134, ZNF135, ZNF146, ZNF154, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF226, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF274, ZNF28, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF418, ZNF420, ZNF428, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF468, ZNF470, ZNF471, ZNF473, ZNF491, ZNF497, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF530, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF551, ZNF559, ZNF559-ZNF177, ZNF562, ZNF565, ZNF566, ZNF567, ZNF568, ZNF569, ZNF570, ZNF571, ZNF573, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF614, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF699, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF836, ZNF846, ZNF865, ZNF878, ZSCAN4"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr2,GO:0035108,BP,e,limb morphogenesis            ,9/216,11/1120,1.23e-05,4,9,0.0433,"EN1, EVX2, HOXD10, HOXD11, HOXD13, HOXD9, KIAA1715, OSR1, SP9"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr2,GO:0035107,BP,e,appendage morphogenesis       ,9/216,11/1120,1.23e-05,3,9,0.0433,"EN1, EVX2, HOXD10, HOXD11, HOXD13, HOXD9, KIAA1715, OSR1, SP9"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr5,GO:0007156,BP,e,homophilic cell adhesion via plasma membrane adhesion molecules,39/188,60/797,1.1e-12,5,39,6.93e-09,"PCDHA1, PCDHA10, PCDHA2, PCDHA3, PCDHA4, PCDHA5, PCDHA6, PCDHA7, PCDHA8, PCDHA9, PCDHB1, PCDHB10, PCDHB11, PCDHB14, PCDHB15, PCDHB16, PCDHB17, PCDHB2, PCDHB3, PCDHB6, PCDHB7, PCDHB8, PCDHGA1, PCDHGA10, PCDHGA11, PCDHGA2, PCDHGA3, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGA7, PCDHGA8, PCDHGA9, PCDHGB1, PCDHGB2, PCDHGB3, PCDHGB4, PCDHGB6, PCDHGB7"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr5,GO:0098742,BP,e,cell-cell adhesion via plasma-membrane adhesion molecules,39/188,61/797,2.45e-12,4,39,7.72e-09,"PCDHA1, PCDHA10, PCDHA2, PCDHA3, PCDHA4, PCDHA5, PCDHA6, PCDHA7, PCDHA8, PCDHA9, PCDHB1, PCDHB10, PCDHB11, PCDHB14, PCDHB15, PCDHB16, PCDHB17, PCDHB2, PCDHB3, PCDHB6, PCDHB7, PCDHB8, PCDHGA1, PCDHGA10, PCDHGA11, PCDHGA2, PCDHGA3, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGA7, PCDHGA8, PCDHGA9, PCDHGB1, PCDHGB2, PCDHGB3, PCDHGB4, PCDHGB6, PCDHGB7"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr5,GO:0098609,BP,e,cell-cell adhesion            ,41/188,71/797,7.51e-11,3,41,1.58e-07,"GOLPH3, GPR98, PCDHA1, PCDHA10, PCDHA2, PCDHA3, PCDHA4, PCDHA5, PCDHA6, PCDHA7, PCDHA8, PCDHA9, PCDHB1, PCDHB10, PCDHB11, PCDHB14, PCDHB15, PCDHB16, PCDHB17, PCDHB2, PCDHB3, PCDHB6, PCDHB7, PCDHB8, PCDHGA1, PCDHGA10, PCDHGA11, PCDHGA2, PCDHGA3, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGA7, PCDHGA8, PCDHGA9, PCDHGB1, PCDHGB2, PCDHGB3, PCDHGB4, PCDHGB6, PCDHGB7"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr5,GO:0007155,BP,e,cell adhesion                 ,44/188,85/797,2.65e-09,2,44,3.35e-06,"GOLPH3, GPR98, HAPLN1, PCDHA1, PCDHA10, PCDHA2, PCDHA3, PCDHA4, PCDHA5, PCDHA6, PCDHA7, PCDHA8, PCDHA9, PCDHB1, PCDHB10, PCDHB11, PCDHB14, PCDHB15, PCDHB16, PCDHB17, PCDHB2, PCDHB3, PCDHB6, PCDHB7, PCDHB8, PCDHGA1, PCDHGA10, PCDHGA11, PCDHGA2, PCDHGA3, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGA7, PCDHGA8, PCDHGA9, PCDHGB1, PCDHGB2, PCDHGB3, PCDHGB4, PCDHGB6, PCDHGB7, RGMB, VCAN"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr5,GO:0005509,MF,e,calcium ion binding           ,45/188,88/797,2.27e-09,5,45,3.35e-06,"CETN3, F12, FSTL4, GPR98, MCC, PCDHA1, PCDHA10, PCDHA2, PCDHA3, PCDHA4, PCDHA5, PCDHA6, PCDHA7, PCDHA8, PCDHA9, PCDHB1, PCDHB10, PCDHB11, PCDHB14, PCDHB15, PCDHB16, PCDHB17, PCDHB2, PCDHB3, PCDHB6, PCDHB7, PCDHB8, PCDHGA1, PCDHGA10, PCDHGA11, PCDHGA2, PCDHGA3, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGA7, PCDHGA8, PCDHGA9, PCDHGB1, PCDHGB2, PCDHGB3, PCDHGB4, PCDHGB6, PCDHGB7, VCAN"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0065004,BP,e,protein-DNA complex assembly  ,58/241,62/953,1.76e-32,6,58,1.1e-28,"ASF1A, CENPQ, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0006334,BP,e,nucleosome assembly           ,57/241,61/953,7.99e-32,7,57,2.49e-28,"ASF1A, CENPQ, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0071824,BP,e,protein-DNA complex subunit organization,58/241,63/953,1.77e-31,5,58,3.68e-28,"ASF1A, CENPQ, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0034728,BP,e,nucleosome organization       ,57/241,62/953,7.9e-31,6,57,7.04e-28,"ASF1A, CENPQ, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0006338,BP,e,chromatin remodeling          ,59/241,69/953,5.71e-28,5,59,4.45e-25,"ASF1A, CENPQ, HDAC2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, SIRT5, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,DegSupport 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0006325,BP,e,chromatin organization        ,60/241,77/953,3.49e-24,4,60,2.42e-21,"ASF1A, CENPQ, HDAC2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, SIRT5, TSPYL1, TSPYL4"
