DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0051252,BP,e,regulation of RNA metabolic process,130/218,390/1215,1.42e-20,6,130,1.35e-17,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, CCNE1, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, DBP, DEDD2, DPRX, EID2, EID2B, ERF, FIZ1, HKR1, ICAM1, IL11, ILF3, LSM4, NAT14, POU2F2, PPP1R13L, SUV420H2, TRAPPC2P1, USF2, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF146, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF559-ZNF177, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0031326,BP,e,regulation of cellular biosynthetic process,133/218,405/1215,1.57e-20,5,133,1.35e-17,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, CCNE1, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, DBP, DEDD2, DPRX, EID2, EID2B, EIF3G, ERF, FIZ1, GSK3A, HKR1, ICAM1, IL11, ILF3, LSM4, NAT14, POU2F2, PPP1R13L, RPS9, SUV420H2, TRAPPC2P1, USF2, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF146, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF559-ZNF177, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0009889,BP,e,regulation of biosynthetic process,133/218,408/1215,3.96e-20,4,133,2.97e-17,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, CCNE1, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, DBP, DEDD2, DPRX, EID2, EID2B, EIF3G, ERF, FIZ1, GSK3A, HKR1, ICAM1, IL11, ILF3, LSM4, NAT14, POU2F2, PPP1R13L, RPS9, SUV420H2, TRAPPC2P1, USF2, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF146, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF559-ZNF177, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0080090,BP,e,regulation of primary metabolic process,142/218,458/1215,1.13e-19,4,142,6.74e-17,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, CCNE1, CDKN2D, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, DBP, DEDD2, DPRX, EID2, EID2B, EIF3G, ERCC1, ERF, FIZ1, GSK3A, HKR1, HPN, HSPBP1, ICAM1, IL11, ILF3, KIRREL2, LSM4, LSR, NAT14, POU2F2, PPP1R13L, PPP6R1, RPS9, SUV420H2, TRAPPC2P1, UBE2S, USF2, VRK3, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF146, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF559-ZNF177, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0051171,BP,e,regulation of nitrogen compound metabolic process,141/218,453/1215,1.62e-19,4,141,8.81e-17,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, CCNE1, CDKN2D, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, DBP, DEDD2, DPRX, EID2, EID2B, EIF3G, ERCC1, ERF, FIZ1, GSK3A, HKR1, HPN, HSPBP1, ICAM1, IL11, ILF3, KIRREL2, LSM4, NAT14, POU2F2, PPP1R13L, PPP6R1, RPS9, SUV420H2, TRAPPC2P1, UBE2S, USF2, VRK3, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF146, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF559-ZNF177, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0031323,BP,e,regulation of cellular metabolic process,140/218,453/1215,7.32e-19,4,140,3.37e-16,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, CCNE1, CDKN2D, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, DBP, DEDD2, DPRX, EID2, EID2B, EIF3G, ERCC1, ERF, FIZ1, GSK3A, HKR1, HPN, HSPBP1, ICAM1, IL11, ILF3, KIRREL2, LSM4, NAT14, POU2F2, PPP1R13L, PPP6R1, RPS9, SUV420H2, TRAPPC2P1, USF2, VRK3, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF146, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF559-ZNF177, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0060255,BP,e,regulation of macromolecule metabolic process,144/218,477/1215,1.02e-18,4,144,4.38e-16,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, CCNE1, CDKN2D, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, DBP, DEDD2, DPRX, EID2, EID2B, EIF3G, ERCC1, ERF, FIZ1, GSK3A, HKR1, HPN, HSPBP1, ICAM1, IL11, ILF3, KIRREL2, LSM4, NAT14, POU2F2, PPP1R13L, PPP6R1, RPL28, RPS9, SMG9, SSC5D, SUV420H2, TRAPPC2P1, UBE2S, USF2, VRK3, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF146, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF559-ZNF177, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0010468,BP,e,regulation of gene expression ,136/218,439/1215,3.82e-18,5,136,1.52e-15,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, CCNE1, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, DBP, DEDD2, DPRX, EID2, EID2B, EIF3G, ERF, FIZ1, HKR1, HPN, ICAM1, IL11, ILF3, LSM4, NAT14, POU2F2, PPP1R13L, RPL28, RPS9, SMG9, SSC5D, SUV420H2, TRAPPC2P1, USF2, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF146, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF559-ZNF177, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0032774,BP,e,RNA biosynthetic process      ,114/218,337/1215,1.81e-17,7,114,6.17e-15,"CD3EAP, CIC, DEDD2, DPRX, EID2, EID2B, ERF, FIZ1, HKR1, ILF3, NAT14, POU2F2, PPP1R13L, SUV420H2, TRAPPC2P1, USF2, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0006351,BP,e,DNA-templated transcription   ,112/218,328/1215,1.95e-17,9,112,6.17e-15,"CD3EAP, CIC, DEDD2, DPRX, EID2, EID2B, ERF, FIZ1, HKR1, ILF3, POU2F2, PPP1R13L, SUV420H2, TRAPPC2P1, USF2, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0097659,BP,e,nucleic acid-templated transcription,112/218,328/1215,1.95e-17,8,112,6.17e-15,"CD3EAP, CIC, DEDD2, DPRX, EID2, EID2B, ERF, FIZ1, HKR1, ILF3, POU2F2, PPP1R13L, SUV420H2, TRAPPC2P1, USF2, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0019438,BP,e,aromatic compound biosynthetic process,116/218,348/1215,2.16e-17,4,116,6.17e-15,"ATP4A, CD3EAP, CDKN2D, CIC, DEDD2, DPRX, EID2, EID2B, ERF, FIZ1, HKR1, ILF3, NAT14, POU2F2, PPP1R13L, SUV420H2, TRAPPC2P1, USF2, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0018130,BP,e,heterocycle biosynthetic process,116/218,348/1215,2.16e-17,4,116,6.17e-15,"ATP4A, CD3EAP, CDKN2D, CIC, DEDD2, DPRX, EID2, EID2B, ERF, FIZ1, HKR1, ILF3, NAT14, POU2F2, PPP1R13L, SUV420H2, TRAPPC2P1, USF2, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0034654,BP,e,nucleobase-containing compound biosynthetic process,116/218,348/1215,2.16e-17,5,116,6.17e-15,"ATP4A, CD3EAP, CDKN2D, CIC, DEDD2, DPRX, EID2, EID2B, ERF, FIZ1, HKR1, ILF3, NAT14, POU2F2, PPP1R13L, SUV420H2, TRAPPC2P1, USF2, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
Blood cell pcHi-C,DegSupport 14 (log link count) vs Links w/ 2+ tissue,chr19,GO:0019222,BP,e,regulation of metabolic process,145/218,496/1215,3.07e-17,3,145,8.35e-15,"AC003002.4, AC003002.6, AC003006.7, AC004076.9, CCNE1, CDKN2D, CIC, CTC-454I21.3, CTC-512J12.6, CTD-2006C1.10, CTD-2528L19.4, CTD-3138B18.4, DBP, DEDD2, DPRX, EID2, EID2B, EIF3G, ERCC1, ERF, FIZ1, GSK3A, HKR1, HPN, HSPBP1, ICAM1, IL11, ILF3, KIRREL2, LSM4, LSR, NAT14, POU2F2, PPP1R13L, PPP6R1, RPL28, RPS9, SMG9, SSC5D, SUV420H2, TRAPPC2P1, UBE2S, USF2, VRK3, ZFP14, ZFP30, ZFP82, ZIK1, ZNF134, ZNF135, ZNF146, ZNF155, ZNF160, ZNF17, ZNF175, ZNF177, ZNF180, ZNF211, ZNF221, ZNF222, ZNF223, ZNF224, ZNF225, ZNF227, ZNF229, ZNF230, ZNF233, ZNF234, ZNF235, ZNF256, ZNF260, ZNF283, ZNF284, ZNF285, ZNF304, ZNF324, ZNF329, ZNF331, ZNF345, ZNF350, ZNF382, ZNF383, ZNF416, ZNF417, ZNF420, ZNF432, ZNF433, ZNF45, ZNF460, ZNF461, ZNF470, ZNF471, ZNF473, ZNF491, ZNF524, ZNF526, ZNF527, ZNF528, ZNF529, ZNF540, ZNF543, ZNF544, ZNF547, ZNF548, ZNF550, ZNF559, ZNF559-ZNF177, ZNF565, ZNF567, ZNF568, ZNF570, ZNF571, ZNF575, ZNF576, ZNF577, ZNF580, ZNF581, ZNF582, ZNF583, ZNF585A, ZNF585B, ZNF586, ZNF606, ZNF607, ZNF613, ZNF615, ZNF616, ZNF625, ZNF625-ZNF20, ZNF628, ZNF649, ZNF667, ZNF671, ZNF700, ZNF749, ZNF763, ZNF772, ZNF781, ZNF784, ZNF790, ZNF793, ZNF805, ZNF829, ZNF835, ZNF878"
